Date;Pays;Filière;Valeur (Mt)
2018-03;"République tchèque";"Eolien en mer";
2018-04;"République tchèque";"Eolien en mer";
2018-05;"République tchèque";"Eolien en mer";
2018-06;"République tchèque";"Eolien en mer";
2018-07;"République tchèque";"Eolien en mer";
2018-08;"République tchèque";"Eolien en mer";
2018-09;"République tchèque";"Eolien en mer";
2018-10;"République tchèque";"Eolien en mer";
2018-11;"République tchèque";"Eolien en mer";
2018-12;"République tchèque";"Eolien en mer";
2019-01;"République tchèque";"Eolien en mer";
2019-02;"République tchèque";"Eolien en mer";
2019-03;"République tchèque";"Eolien en mer";
2019-04;"République tchèque";"Eolien en mer";
2019-05;"République tchèque";"Eolien en mer";
2019-06;"République tchèque";"Eolien en mer";
2019-07;"République tchèque";"Eolien en mer";
2019-08;"République tchèque";"Eolien en mer";
2019-09;"République tchèque";"Eolien en mer";
2019-10;"République tchèque";"Eolien en mer";
2019-11;"République tchèque";"Eolien en mer";
2019-12;"République tchèque";"Eolien en mer";
2020-01;"République tchèque";"Eolien en mer";
2020-02;"République tchèque";"Eolien en mer";
2020-03;"République tchèque";"Eolien en mer";
2020-04;"République tchèque";"Eolien en mer";
2020-05;"République tchèque";"Eolien en mer";
2020-06;"République tchèque";"Eolien en mer";
2020-07;"République tchèque";"Eolien en mer";
2020-08;"République tchèque";"Eolien en mer";
2020-09;"République tchèque";"Eolien en mer";
2020-10;"République tchèque";"Eolien en mer";
2020-11;"République tchèque";"Eolien en mer";
2020-12;"République tchèque";"Eolien en mer";
2021-01;"République tchèque";"Eolien en mer";
2021-02;"République tchèque";"Eolien en mer";
2021-03;"République tchèque";"Eolien en mer";
2021-04;"République tchèque";"Eolien en mer";
2021-05;"République tchèque";"Eolien en mer";
2021-06;"République tchèque";"Eolien en mer";
2021-07;"République tchèque";"Eolien en mer";
2021-08;"République tchèque";"Eolien en mer";
2021-09;"République tchèque";"Eolien en mer";
2021-10;"République tchèque";"Eolien en mer";
2021-11;"République tchèque";"Eolien en mer";
2021-12;"République tchèque";"Eolien en mer";
2022-01;"République tchèque";"Eolien en mer";
2022-02;"République tchèque";"Eolien en mer";
2022-03;"République tchèque";"Eolien en mer";
2022-04;"République tchèque";"Eolien en mer";
2022-05;"République tchèque";"Eolien en mer";
2022-06;"République tchèque";"Eolien en mer";
2022-07;"République tchèque";"Eolien en mer";
2022-08;"République tchèque";"Eolien en mer";
2022-09;"République tchèque";"Eolien en mer";
2022-10;"République tchèque";"Eolien en mer";
2022-11;"République tchèque";"Eolien en mer";
2022-12;"République tchèque";"Eolien en mer";
2023-01;"République tchèque";"Eolien en mer";
2023-02;"République tchèque";"Eolien en mer";
2023-03;"République tchèque";"Eolien en mer";
2023-04;"République tchèque";"Eolien en mer";
2023-05;"République tchèque";"Eolien en mer";
2023-06;"République tchèque";"Eolien en mer";
2023-07;"République tchèque";"Eolien en mer";
2023-08;"République tchèque";"Eolien en mer";
2023-09;"République tchèque";"Eolien en mer";
2023-10;"République tchèque";"Eolien en mer";
2023-11;"République tchèque";"Eolien en mer";
2023-12;"République tchèque";"Eolien en mer";
2024-01;"République tchèque";"Eolien en mer";
2024-02;"République tchèque";"Eolien en mer";
2024-03;"République tchèque";"Eolien en mer";
2024-04;"République tchèque";"Eolien en mer";
2024-05;"République tchèque";"Eolien en mer";
2024-06;"République tchèque";"Eolien en mer";
2024-07;"République tchèque";"Eolien en mer";
2024-08;"République tchèque";"Eolien en mer";
2024-09;"République tchèque";"Eolien en mer";
2024-10;"République tchèque";"Eolien en mer";
2024-11;"République tchèque";"Eolien en mer";
2024-12;"République tchèque";"Eolien en mer";
2025-01;"République tchèque";"Eolien en mer";
2025-02;"République tchèque";"Eolien en mer";
2025-03;"République tchèque";"Eolien en mer";
2025-04;"République tchèque";"Eolien en mer";
2025-05;"République tchèque";"Eolien en mer";
2025-06;"République tchèque";"Eolien en mer";
2025-07;"République tchèque";"Eolien en mer";
2025-08;"République tchèque";"Eolien en mer";
2025-09;"République tchèque";"Eolien en mer";
2025-10;"République tchèque";"Eolien en mer";
2025-11;"République tchèque";"Eolien en mer";
2016-01;"République tchèque";"Solaire";
2016-02;"République tchèque";"Solaire";
2016-03;"République tchèque";"Solaire";
2016-04;"République tchèque";"Solaire";
2016-05;"République tchèque";"Solaire";
2016-06;"République tchèque";"Solaire";
2016-07;"République tchèque";"Solaire";
2016-08;"République tchèque";"Solaire";
2016-09;"République tchèque";"Solaire";
2016-10;"République tchèque";"Solaire";
2016-11;"République tchèque";"Solaire";
2016-12;"République tchèque";"Solaire";
2017-01;"République tchèque";"Solaire";
2017-02;"République tchèque";"Solaire";
2017-03;"République tchèque";"Solaire";
2017-04;"République tchèque";"Solaire";
2017-05;"République tchèque";"Solaire";
2017-06;"République tchèque";"Solaire";
2017-07;"République tchèque";"Solaire";
2017-08;"République tchèque";"Solaire";
2017-09;"République tchèque";"Solaire";
2017-10;"République tchèque";"Solaire";
2017-11;"République tchèque";"Solaire";
2017-12;"République tchèque";"Solaire";
2018-01;"République tchèque";"Solaire";
2018-02;"République tchèque";"Solaire";
2018-03;"République tchèque";"Solaire";
2018-04;"République tchèque";"Solaire";
2018-05;"République tchèque";"Solaire";
2018-06;"République tchèque";"Solaire";
2018-07;"République tchèque";"Solaire";
2018-08;"République tchèque";"Solaire";
2018-09;"République tchèque";"Solaire";
2018-10;"République tchèque";"Solaire";
2018-11;"République tchèque";"Solaire";
2018-12;"République tchèque";"Solaire";
2019-01;"République tchèque";"Solaire";
2019-02;"République tchèque";"Solaire";
2019-03;"République tchèque";"Solaire";
2019-04;"République tchèque";"Solaire";
2019-05;"République tchèque";"Solaire";
2019-06;"République tchèque";"Solaire";
2019-07;"République tchèque";"Solaire";
2019-08;"République tchèque";"Solaire";
2019-09;"République tchèque";"Solaire";
2019-10;"République tchèque";"Solaire";
2019-11;"République tchèque";"Solaire";
2019-12;"République tchèque";"Solaire";
2020-01;"République tchèque";"Solaire";
2020-02;"République tchèque";"Solaire";
2020-03;"République tchèque";"Solaire";
2020-04;"République tchèque";"Solaire";
2020-05;"République tchèque";"Solaire";
2020-06;"République tchèque";"Solaire";
2020-07;"République tchèque";"Solaire";
2020-08;"République tchèque";"Solaire";
2020-09;"République tchèque";"Solaire";
2020-10;"République tchèque";"Solaire";
2020-11;"République tchèque";"Solaire";
2020-12;"République tchèque";"Solaire";
2021-01;"République tchèque";"Solaire";
2021-02;"République tchèque";"Solaire";
2021-03;"République tchèque";"Solaire";
2021-04;"République tchèque";"Solaire";
2021-05;"République tchèque";"Solaire";
2021-06;"République tchèque";"Solaire";
2021-07;"République tchèque";"Solaire";
2021-08;"République tchèque";"Solaire";
2021-09;"République tchèque";"Solaire";
2021-10;"République tchèque";"Solaire";
2021-11;"République tchèque";"Solaire";
2021-12;"République tchèque";"Solaire";
2022-01;"République tchèque";"Solaire";
2022-02;"République tchèque";"Solaire";
2022-03;"République tchèque";"Solaire";
2022-04;"République tchèque";"Solaire";
2022-05;"République tchèque";"Solaire";
2022-06;"République tchèque";"Solaire";
2022-07;"République tchèque";"Solaire";
2022-08;"République tchèque";"Solaire";
2022-09;"République tchèque";"Solaire";
2022-10;"République tchèque";"Solaire";
2022-11;"République tchèque";"Solaire";
2022-12;"République tchèque";"Solaire";
2023-01;"République tchèque";"Solaire";
2023-02;"République tchèque";"Solaire";
2023-03;"République tchèque";"Solaire";
2023-04;"République tchèque";"Solaire";
2023-05;"République tchèque";"Solaire";
2023-06;"République tchèque";"Solaire";
2023-07;"République tchèque";"Solaire";
2023-08;"République tchèque";"Solaire";
2023-09;"République tchèque";"Solaire";
2023-10;"République tchèque";"Solaire";
2023-11;"République tchèque";"Solaire";
2023-12;"République tchèque";"Solaire";
2024-01;"République tchèque";"Solaire";
2024-02;"République tchèque";"Solaire";
2024-03;"République tchèque";"Solaire";
2024-04;"République tchèque";"Solaire";
2024-05;"République tchèque";"Solaire";
2024-06;"République tchèque";"Solaire";
2024-07;"République tchèque";"Solaire";
2024-08;"République tchèque";"Solaire";
2024-09;"République tchèque";"Solaire";
2024-10;"République tchèque";"Solaire";
2024-11;"République tchèque";"Solaire";
2024-12;"République tchèque";"Solaire";
2025-01;"République tchèque";"Solaire";
2025-02;"République tchèque";"Solaire";
2025-03;"République tchèque";"Solaire";
2025-04;"République tchèque";"Solaire";
2025-05;"République tchèque";"Solaire";
2025-06;"République tchèque";"Solaire";
2025-07;"République tchèque";"Solaire";
2025-08;"République tchèque";"Solaire";
2025-09;"République tchèque";"Solaire";
2025-10;"République tchèque";"Solaire";
2025-11;"République tchèque";"Solaire";
2016-01;"République tchèque";"Hydraulique";
2016-02;"République tchèque";"Hydraulique";
2016-03;"République tchèque";"Hydraulique";
2016-04;"République tchèque";"Hydraulique";
2016-05;"République tchèque";"Hydraulique";
2016-06;"République tchèque";"Hydraulique";
2016-07;"République tchèque";"Hydraulique";
2016-08;"République tchèque";"Hydraulique";
2016-09;"République tchèque";"Hydraulique";
2016-10;"République tchèque";"Hydraulique";
2016-11;"République tchèque";"Hydraulique";
2016-12;"République tchèque";"Hydraulique";
2017-01;"République tchèque";"Hydraulique";
2017-02;"République tchèque";"Hydraulique";
2017-03;"République tchèque";"Hydraulique";
2017-04;"République tchèque";"Hydraulique";
2017-05;"République tchèque";"Hydraulique";
2017-06;"République tchèque";"Hydraulique";
2017-07;"République tchèque";"Hydraulique";
2017-08;"République tchèque";"Hydraulique";
2017-09;"République tchèque";"Hydraulique";
2017-10;"République tchèque";"Hydraulique";
2017-11;"République tchèque";"Hydraulique";
2017-12;"République tchèque";"Hydraulique";
2018-01;"République tchèque";"Hydraulique";
2018-02;"République tchèque";"Hydraulique";
2018-03;"République tchèque";"Hydraulique";
2018-04;"République tchèque";"Hydraulique";
2018-05;"République tchèque";"Hydraulique";
2018-06;"République tchèque";"Hydraulique";
2018-07;"République tchèque";"Hydraulique";
2018-08;"République tchèque";"Hydraulique";
2018-09;"République tchèque";"Hydraulique";
2018-10;"République tchèque";"Hydraulique";
2018-11;"République tchèque";"Hydraulique";
2018-12;"République tchèque";"Hydraulique";
2019-01;"République tchèque";"Hydraulique";
2019-02;"République tchèque";"Hydraulique";
2019-03;"République tchèque";"Hydraulique";
2019-04;"République tchèque";"Hydraulique";
2019-05;"République tchèque";"Hydraulique";
2019-06;"République tchèque";"Hydraulique";
2019-07;"République tchèque";"Hydraulique";
2019-08;"République tchèque";"Hydraulique";
2019-09;"République tchèque";"Hydraulique";
2019-10;"République tchèque";"Hydraulique";
2019-11;"République tchèque";"Hydraulique";
2019-12;"République tchèque";"Hydraulique";
2020-01;"République tchèque";"Hydraulique";
2020-02;"République tchèque";"Hydraulique";
2020-03;"République tchèque";"Hydraulique";
2020-04;"République tchèque";"Hydraulique";
2020-05;"République tchèque";"Hydraulique";
2020-06;"République tchèque";"Hydraulique";
2020-07;"République tchèque";"Hydraulique";
2020-08;"République tchèque";"Hydraulique";
2020-09;"République tchèque";"Hydraulique";
2020-10;"République tchèque";"Hydraulique";
2020-11;"République tchèque";"Hydraulique";
2020-12;"République tchèque";"Hydraulique";
2021-01;"République tchèque";"Hydraulique";
2021-02;"République tchèque";"Hydraulique";
2021-03;"République tchèque";"Hydraulique";
2021-04;"République tchèque";"Hydraulique";
2021-05;"République tchèque";"Hydraulique";
2021-06;"République tchèque";"Hydraulique";
2021-07;"République tchèque";"Hydraulique";
2021-08;"République tchèque";"Hydraulique";
2021-09;"République tchèque";"Hydraulique";
2021-10;"République tchèque";"Hydraulique";
2021-11;"République tchèque";"Hydraulique";
2021-12;"République tchèque";"Hydraulique";
2022-01;"République tchèque";"Hydraulique";
2022-02;"République tchèque";"Hydraulique";
2022-03;"République tchèque";"Hydraulique";
2022-04;"République tchèque";"Hydraulique";
2022-05;"République tchèque";"Hydraulique";
2022-06;"République tchèque";"Hydraulique";
2022-07;"République tchèque";"Hydraulique";
2022-08;"République tchèque";"Hydraulique";
2022-09;"République tchèque";"Hydraulique";
2022-10;"République tchèque";"Hydraulique";
2022-11;"République tchèque";"Hydraulique";
2022-12;"République tchèque";"Hydraulique";
2023-01;"République tchèque";"Hydraulique";
2023-02;"République tchèque";"Hydraulique";
2023-03;"République tchèque";"Hydraulique";
2023-04;"République tchèque";"Hydraulique";
2023-05;"République tchèque";"Hydraulique";
2023-06;"République tchèque";"Hydraulique";
2023-07;"République tchèque";"Hydraulique";
2023-08;"République tchèque";"Hydraulique";
2023-09;"République tchèque";"Hydraulique";
2023-10;"République tchèque";"Hydraulique";
2023-11;"République tchèque";"Hydraulique";
2023-12;"République tchèque";"Hydraulique";
2024-01;"République tchèque";"Hydraulique";
2024-02;"République tchèque";"Hydraulique";
2024-03;"République tchèque";"Hydraulique";
2024-04;"République tchèque";"Hydraulique";
2024-05;"République tchèque";"Hydraulique";
2024-06;"République tchèque";"Hydraulique";
2024-07;"République tchèque";"Hydraulique";
2024-08;"République tchèque";"Hydraulique";
2024-09;"République tchèque";"Hydraulique";
2024-10;"République tchèque";"Hydraulique";
2024-11;"République tchèque";"Hydraulique";
2024-12;"République tchèque";"Hydraulique";
2025-01;"République tchèque";"Hydraulique";
2025-02;"République tchèque";"Hydraulique";
2025-03;"République tchèque";"Hydraulique";
2025-04;"République tchèque";"Hydraulique";
2025-05;"République tchèque";"Hydraulique";
2025-06;"République tchèque";"Hydraulique";
2025-07;"République tchèque";"Hydraulique";
2025-08;"République tchèque";"Hydraulique";
2025-09;"République tchèque";"Hydraulique";
2025-10;"République tchèque";"Hydraulique";
2025-11;"République tchèque";"Hydraulique";
2016-01;"République tchèque";"Fioul";0,00520392297
2016-02;"République tchèque";"Fioul";0,00515521451
2016-03;"République tchèque";"Fioul";0,00387593687
2016-04;"République tchèque";"Fioul";0,00325824531
2016-05;"République tchèque";"Fioul";0,00357562699
2016-06;"République tchèque";"Fioul";0,00190514367
2016-07;"République tchèque";"Fioul";0,00389100927
2016-08;"République tchèque";"Fioul";0,00264411422
2016-09;"République tchèque";"Fioul";0,00308358234
2016-10;"République tchèque";"Fioul";0,00436399041
2016-11;"République tchèque";"Fioul";0,00568578606
2016-12;"République tchèque";"Fioul";0,00415726014
2017-01;"République tchèque";"Fioul";0,00309815489
2017-02;"République tchèque";"Fioul";0,00179972915
2017-03;"République tchèque";"Fioul";0,0031719712
2017-04;"République tchèque";"Fioul";0,00435559293
2017-05;"République tchèque";"Fioul";0,00452263511
2017-06;"République tchèque";"Fioul";0,00319931684
2017-07;"République tchèque";"Fioul";0,00304610128
2017-08;"République tchèque";"Fioul";0,00238241583
2017-09;"République tchèque";"Fioul";0,00337853998
2017-10;"République tchèque";"Fioul";0,00471859938
2017-11;"République tchèque";"Fioul";0,00569587534
2017-12;"République tchèque";"Fioul";0,02067241949
2018-01;"République tchèque";"Fioul";0,00715388396
2018-02;"République tchèque";"Fioul";0,00453720766
2018-03;"République tchèque";"Fioul";0,00335653889
2018-04;"République tchèque";"Fioul";0,00166297019
2018-05;"République tchèque";"Fioul";0,00357160512
2018-06;"République tchèque";"Fioul";0,00309159532
2018-07;"République tchèque";"Fioul";0,00310634474
2018-08;"République tchèque";"Fioul";0,00282617497
2018-09;"République tchèque";"Fioul";0,0034214348
2018-10;"République tchèque";"Fioul";0,00290144469
2018-11;"République tchèque";"Fioul";0,00150063429
2018-12;"République tchèque";"Fioul";0,00216749571
2019-01;"République tchèque";"Fioul";0,00248015573
2019-02;"République tchèque";"Fioul";0,00270315035
2019-03;"République tchèque";"Fioul";0,00463217916
2019-04;"République tchèque";"Fioul";0,00299914614
2019-05;"République tchèque";"Fioul";0,00185631217
2019-06;"République tchèque";"Fioul";0,00345946185
2019-07;"République tchèque";"Fioul";0,00387786706
2019-08;"République tchèque";"Fioul";0,00330683842
2019-09;"République tchèque";"Fioul";0,00341191458
2019-10;"République tchèque";"Fioul";0,00348943747
2019-11;"République tchèque";"Fioul";0,00265153507
2019-12;"République tchèque";"Fioul";0,00538128513
2020-01;"République tchèque";"Fioul";0,00662900301
2020-02;"République tchèque";"Fioul";0,00824922449
2020-03;"République tchèque";"Fioul";0,01217828388
2020-04;"République tchèque";"Fioul";0,00892263779
2020-05;"République tchèque";"Fioul";0,00502554573
2020-06;"République tchèque";"Fioul";0,00294316294
2020-07;"République tchèque";"Fioul";0,00291018053
2020-08;"République tchèque";"Fioul";0,0035690059
2020-09;"République tchèque";"Fioul";0,00462334335
2020-10;"République tchèque";"Fioul";0,0066054793
2020-11;"République tchèque";"Fioul";0,00877385167
2020-12;"République tchèque";"Fioul";0,01058669996
2021-01;"République tchèque";"Fioul";0,00713656608
2021-02;"République tchèque";"Fioul";0,00414916257
2021-03;"République tchèque";"Fioul";0,00168597867
2021-04;"République tchèque";"Fioul";0,00148940689
2021-05;"République tchèque";"Fioul";0,00200011517
2021-06;"République tchèque";"Fioul";0,00032081142
2021-07;"République tchèque";"Fioul";0,00022534776
2021-08;"République tchèque";"Fioul";0,00034270485
2021-09;"République tchèque";"Fioul";0,00111372732
2021-10;"République tchèque";"Fioul";0,00012790008
2021-11;"République tchèque";"Fioul";0,0002750713
2021-12;"République tchèque";"Fioul";0,00021646581
2022-01;"République tchèque";"Fioul";0,00236630528
2022-02;"République tchèque";"Fioul";0,00259513661
2022-03;"République tchèque";"Fioul";0,00173392582
2022-04;"République tchèque";"Fioul";0,00181928482
2022-05;"République tchèque";"Fioul";0,00240871563
2022-06;"République tchèque";"Fioul";0,00188273501
2022-07;"République tchèque";"Fioul";0,00183448795
2022-08;"République tchèque";"Fioul";0,00105813631
2022-09;"République tchèque";"Fioul";0,00237989351
2022-10;"République tchèque";"Fioul";0,00189277046
2022-11;"République tchèque";"Fioul";0,00136560558
2022-12;"République tchèque";"Fioul";0,00297493802
2023-01;"République tchèque";"Fioul";0,00426581218
2023-02;"République tchèque";"Fioul";0,00488003555
2023-03;"République tchèque";"Fioul";0,00520876767
2023-04;"République tchèque";"Fioul";0,00697775989
2023-05;"République tchèque";"Fioul";0,00634538043
2023-06;"République tchèque";"Fioul";0,00765809419
2023-07;"République tchèque";"Fioul";0,00606250378
2023-08;"République tchèque";"Fioul";0,00529584923
2023-09;"République tchèque";"Fioul";0,00529323463
2023-10;"République tchèque";"Fioul";0,00404808521
2023-11;"République tchèque";"Fioul";0,00507130892
2023-12;"République tchèque";"Fioul";0,00447926351
2024-01;"République tchèque";"Fioul";0,0010169256
2024-02;"République tchèque";"Fioul";0,00209156465
2024-03;"République tchèque";"Fioul";0,00077897393
2024-04;"République tchèque";"Fioul";0,00026575102
2024-05;"République tchèque";"Fioul";0,00012866908
2024-06;"République tchèque";"Fioul";0,00031953488
2024-07;"République tchèque";"Fioul";0,0002171175375
2024-08;"République tchèque";"Fioul";0,0003417647475
2024-09;"République tchèque";"Fioul";0,000291516365
2024-10;"République tchèque";"Fioul";0,000799679255
2024-11;"République tchèque";"Fioul";0,0016345191125
2024-12;"République tchèque";"Fioul";0,00117340172
2025-01;"République tchèque";"Fioul";0,0021013751675
2025-02;"République tchèque";"Fioul";0,002270245645
2025-03;"République tchèque";"Fioul";0,001089507665
2025-04;"République tchèque";"Fioul";0,0004129549225
2025-05;"République tchèque";"Fioul";2,42331125E-5
2025-06;"République tchèque";"Fioul";0,00071333978
2025-07;"République tchèque";"Fioul";0,00042268854
2025-08;"République tchèque";"Fioul";0,00034141869749999
2025-09;"République tchèque";"Fioul";0,00053153280000001
2025-10;"République tchèque";"Fioul";0,00054906600000002
2025-11;"République tchèque";"Fioul";0,00053153280000001
2016-01;"République tchèque";"Gaz";0,2940164475
2016-02;"République tchèque";"Gaz";0,233172909
2016-03;"République tchèque";"Gaz";0,23016946695
2016-04;"République tchèque";"Gaz";0,1993508364
2016-05;"République tchèque";"Gaz";0,1995960555
2016-06;"République tchèque";"Gaz";0,1962382095
2016-07;"République tchèque";"Gaz";0,14836224675
2016-08;"République tchèque";"Gaz";0,2657184285
2016-09;"République tchèque";"Gaz";0,3393441135
2016-10;"République tchèque";"Gaz";0,36959086815
2016-11;"République tchèque";"Gaz";0,3314194755
2016-12;"République tchèque";"Gaz";0,37835038335
2017-01;"République tchèque";"Gaz";0,33825527745
2017-02;"République tchèque";"Gaz";0,26908829145
2017-03;"République tchèque";"Gaz";0,25068701475
2017-04;"République tchèque";"Gaz";0,21028842495
2017-05;"République tchèque";"Gaz";0,1817244657
2017-06;"République tchèque";"Gaz";0,24645027
2017-07;"République tchèque";"Gaz";0,2168970468
2017-08;"République tchèque";"Gaz";0,24639447795
2017-09;"République tchèque";"Gaz";0,2285533266
2017-10;"République tchèque";"Gaz";0,23654893845
2017-11;"République tchèque";"Gaz";0,29231527785
2017-12;"République tchèque";"Gaz";0,2559542532
2018-01;"République tchèque";"Gaz";0,2511125898
2018-02;"République tchèque";"Gaz";0,2734086687
2018-03;"République tchèque";"Gaz";0,2426638113
2018-04;"République tchèque";"Gaz";0,1842257793
2018-05;"République tchèque";"Gaz";0,17755104105
2018-06;"République tchèque";"Gaz";0,19016894865
2018-07;"République tchèque";"Gaz";0,2008009032
2018-08;"République tchèque";"Gaz";0,22703836845
2018-09;"République tchèque";"Gaz";0,21296901405
2018-10;"République tchèque";"Gaz";0,2829565431
2018-11;"République tchèque";"Gaz";0,31734665355
2018-12;"République tchèque";"Gaz";0,3204445128
2019-01;"République tchèque";"Gaz";0,3726987006
2019-02;"République tchèque";"Gaz";0,29714626575
2019-03;"République tchèque";"Gaz";0,21889694895
2019-04;"République tchèque";"Gaz";0,23771626485
2019-05;"République tchèque";"Gaz";0,23018877495
2019-06;"République tchèque";"Gaz";0,30687432885
2019-07;"République tchèque";"Gaz";0,25673661975
2019-08;"République tchèque";"Gaz";0,2932971777
2019-09;"République tchèque";"Gaz";0,3430054185
2019-10;"République tchèque";"Gaz";0,3987845712
2019-11;"République tchèque";"Gaz";0,36047257155
2019-12;"République tchèque";"Gaz";0,3064843638
2020-01;"République tchèque";"Gaz";0,407251677
2020-02;"République tchèque";"Gaz";0,35736247575
2020-03;"République tchèque";"Gaz";0,3330984426
2020-04;"République tchèque";"Gaz";0,28975098735
2020-05;"République tchèque";"Gaz";0,30911266845
2020-06;"République tchèque";"Gaz";0,35752979685
2020-07;"République tchèque";"Gaz";0,41507191635
2020-08;"République tchèque";"Gaz";0,3888347295
2020-09;"République tchèque";"Gaz";0,18193151235
2020-10;"République tchèque";"Gaz";0,27592569525
2020-11;"République tchèque";"Gaz";0,4277896206
2020-12;"République tchèque";"Gaz";0,4482068631
2021-01;"République tchèque";"Gaz";0,4095781185
2021-02;"République tchèque";"Gaz";0,3822390462
2021-03;"République tchèque";"Gaz";0,4688706639
2021-04;"République tchèque";"Gaz";0,4749226539
2021-05;"République tchèque";"Gaz";0,27506965065
2021-06;"République tchèque";"Gaz";0,37440832905
2021-07;"République tchèque";"Gaz";0,3599437299
2021-08;"République tchèque";"Gaz";0,26703007905
2021-09;"République tchèque";"Gaz";0,27913090815
2021-10;"République tchèque";"Gaz";0,32541788565
2021-11;"République tchèque";"Gaz";0,4324421112
2021-12;"République tchèque";"Gaz";0,43386847365
2022-01;"République tchèque";"Gaz";0,2963682813
2022-02;"République tchèque";"Gaz";0,21290264745
2022-03;"République tchèque";"Gaz";0,28536143325
2022-04;"République tchèque";"Gaz";0,15128482035
2022-05;"République tchèque";"Gaz";0,19112454405
2022-06;"République tchèque";"Gaz";0,213713844
2022-07;"République tchèque";"Gaz";0,14487721905
2022-08;"République tchèque";"Gaz";0,19485188295
2022-09;"République tchèque";"Gaz";0,13555189185
2022-10;"République tchèque";"Gaz";0,1633230195
2022-11;"République tchèque";"Gaz";0,19580290665
2022-12;"République tchèque";"Gaz";0,240334164
2023-01;"République tchèque";"Gaz";0,17362239285
2023-02;"République tchèque";"Gaz";0,18197121915
2023-03;"République tchèque";"Gaz";0,1702362663
2023-04;"République tchèque";"Gaz";0,11132373615
2023-05;"République tchèque";"Gaz";0,05623742355
2023-06;"République tchèque";"Gaz";0,1373815158
2023-07;"République tchèque";"Gaz";0,1408587738
2023-08;"République tchèque";"Gaz";0,1097195247
2023-09;"République tchèque";"Gaz";0,11479744935
2023-10;"République tchèque";"Gaz";0,1266188553
2023-11;"République tchèque";"Gaz";0,11974687935
2023-12;"République tchèque";"Gaz";0,1524193911
2024-01;"République tchèque";"Gaz";0,1946762829
2024-02;"République tchèque";"Gaz";0,1182232752
2024-03;"République tchèque";"Gaz";0,1406549931
2024-04;"République tchèque";"Gaz";0,1020992457
2024-05;"République tchèque";"Gaz";0,08723508705
2024-06;"République tchèque";"Gaz";0,1010127855
2024-07;"République tchèque";"Gaz";0,068912110575
2024-08;"République tchèque";"Gaz";0,09747325575
2024-09;"République tchèque";"Gaz";0,0875473572375
2024-10;"République tchèque";"Gaz";0,1327184941875
2024-11;"République tchèque";"Gaz";0,24399598605
2024-12;"République tchèque";"Gaz";0,1895005479
2025-01;"République tchèque";"Gaz";0,208275972375
2025-02;"République tchèque";"Gaz";0,1972541932125
2025-03;"République tchèque";"Gaz";0,1828290612
2025-04;"République tchèque";"Gaz";0,1641232633125
2025-05;"République tchèque";"Gaz";0,1312920132
2025-06;"République tchèque";"Gaz";0,10522689585
2025-07;"République tchèque";"Gaz";0,1279119946875
2025-08;"République tchèque";"Gaz";0,069821721675
2025-09;"République tchèque";"Gaz";0,038324224275
2025-10;"République tchèque";"Gaz";0,083500940475
2025-11;"République tchèque";"Gaz";0,1080730562625
2016-01;"République tchèque";"Charbon";3,53910774201
2016-02;"République tchèque";"Charbon";3,15124694467
2016-03;"République tchèque";"Charbon";3,3433538823
2016-04;"République tchèque";"Charbon";2,77157231309
2016-05;"République tchèque";"Charbon";2,62070415304
2016-06;"République tchèque";"Charbon";2,62474175224
2016-07;"République tchèque";"Charbon";2,65187628829
2016-08;"République tchèque";"Charbon";2,54660493955
2016-09;"République tchèque";"Charbon";2,84647297802
2016-10;"République tchèque";"Charbon";3,2720084464
2016-11;"République tchèque";"Charbon";3,40415775158
2016-12;"République tchèque";"Charbon";3,41824636043
2017-01;"République tchèque";"Charbon";3,87365270017
2017-02;"République tchèque";"Charbon";3,384072676
2017-03;"République tchèque";"Charbon";3,37834485125
2017-04;"République tchèque";"Charbon";3,24692425587
2017-05;"République tchèque";"Charbon";2,62464262907
2017-06;"République tchèque";"Charbon";2,18022964182
2017-07;"République tchèque";"Charbon";2,05146794968
2017-08;"République tchèque";"Charbon";2,41681443118
2017-09;"République tchèque";"Charbon";2,93433901694
2017-10;"République tchèque";"Charbon";3,14547007543
2017-11;"République tchèque";"Charbon";3,30510708402
2017-12;"République tchèque";"Charbon";3,06367004142
2018-01;"République tchèque";"Charbon";3,16716486118
2018-02;"République tchèque";"Charbon";3,03586308256
2018-03;"République tchèque";"Charbon";3,60570781217
2018-04;"République tchèque";"Charbon";2,46572493611
2018-05;"République tchèque";"Charbon";2,58478636619
2018-06;"République tchèque";"Charbon";2,48834107257
2018-07;"République tchèque";"Charbon";2,76835099521
2018-08;"République tchèque";"Charbon";2,66627201452
2018-09;"République tchèque";"Charbon";2,80911528713
2018-10;"République tchèque";"Charbon";3,13871318777
2018-11;"République tchèque";"Charbon";3,32318517362
2018-12;"République tchèque";"Charbon";3,34265047364
2019-01;"République tchèque";"Charbon";3,50079392325
2019-02;"République tchèque";"Charbon";3,0924157625
2019-03;"République tchèque";"Charbon";3,0655727658
2019-04;"République tchèque";"Charbon";2,66388453346
2019-05;"République tchèque";"Charbon";2,4330792778
2019-06;"République tchèque";"Charbon";1,89339549025
2019-07;"République tchèque";"Charbon";1,9778580993
2019-08;"République tchèque";"Charbon";2,36525468133
2019-09;"République tchèque";"Charbon";2,57357166934
2019-10;"République tchèque";"Charbon";2,78921895617
2019-11;"République tchèque";"Charbon";2,84628296328
2019-12;"République tchèque";"Charbon";3,04103186268
